target,target
ហេហេ ឆ្ងល់ wtf star wars day ហើយហេតុអ្វីវាជាប្រធានបទដែលកំពុងពេញនិយម។ឥឡូវនេះខ្ញុំទទួលបានវា។សូមឱ្យអ្នកទីបួននៅជាមួយអ្នកផងដែរ។,positive
ព្រះ​ខ្ញុំ​មិន​អាច​ចាប់​បាន​សូម្បី​តែ​ការ​ដឹក​ជញ្ជូន​សាធារណៈ​។ជំងឺគ្រុនផ្តាសាយជ្រូកគឺ **** ផ្ទះ,negative
អ្វីដែលជាថ្ងៃដ៏ស្រស់ស្អាត - ខ្មាស់អៀនខ្ញុំត្រូវចំណាយវានៅក្នុងការិយាល័យ,neutral
ខ្ញុំនឹងទៅមើលរឿងថ្មីនៅ franklin នៅយប់ថ្ងៃព្រហស្បតិ៍។មហាវិទ្យាល័យ SLA ជាច្រើននឹងចូលរួម។,neutral
ត្រជាក់​សម្រាប់​ខ្ញុំ ខ្ញុំ​គ្រាន់​តែ​ទៅ​ធ្វើ​ការ​ឥឡូវ​នេះ។,neutral
 hey Gerardo! (late response) that day i was talking bout forgiving my brother 4 givin me wrong directions! i got way to upset,negative
Chrystina Grace Timberlake មានចិញ្ចៀនសម្រាប់វា!,neutral
ខ្ញុំ​ចេញ​ទៅ​បន្តិច​ហើយ... Tweet ពេល​ក្រោយ,neutral
ហាហា ខ្ញុំដឹង។សូមអភ័យទោសរាល់កំហុសឆ្គងក្នុង tweet ចុងក្រោយនេះ... blehhh ។ps - ព្រោះ I Said So is sucha cute movie.. awww,positive
អីយ៉ា។ឈឺចាប់ខ្លាំងជាងអ្វីដែលខ្ញុំគិតទៅទៀត។,negative
មិត្តថ្មី??ហ៊ឺម... ប្រាប់ខ្ញុំបន្ថែម,neutral
AC tix ពិតជា 20 ដុល្លារ ប៉ុន្តែការបង្ហាញត្រូវបានលក់អស់។ខ្ញុំត្រូវតែទទួលបាន tix តាមរយៈ stubhub ហើយបង់ប្រាក់រហូតដល់ 70 ដុល្លារ។,negative
"ម៉ាកយីហោភាគច្រើនមានទឹកដោះគោ ទោះបីជាវាត្រូវបានគេហៅថា ""ពាក់កណ្តាលផ្អែម"" ឬ ""ងងឹត"" ក៏ដោយ។ខ្ញុំនឹងព្យាយាមយកខ្លះនៅក្នុង HelloVeggies Store!",neutral
គេង 3 ម៉ោង និង ហៀរសំបោរ ស្រាល = ធ្វេសប្រហែស និង បាត់បង់កាបូប ipod ម៉ាកថ្មី,negative
ហាងបន្ទាប់មកម៉ោងធ្វើការសូមមើល yas laterz x,neutral
ទើបតែបញ្ចប់ការទាញយក AIM6.9 ហើយទាយមើល!ខ្ញុំអាចទទួលបានព័ត៌មានថ្មីៗពី Twitter នៅលើវា!ផ្ញើសារមកខ្ញុំតាមរយៈ៖ ខ្ញុំឈ្មោះ កាធី សិល្បៈ,neutral
ហេបុរស វាដំណើរការហើយ មិនចាំបាច់បារម្ភទេ។ខ្ញុំ​មាន​អ្នក​តាម​ច្រើន​ពេក...,positive
ទៅគេង... ថ្ងៃល្អសម្រាប់ថ្ងៃចន្ទ។,positive
_18 ខ្ញុំ​បាន​ផ្ញើ​តំណ​ទៅ​អ្នក​តាម​អ៊ីមែល សោក​ស្តាយ​ណាស់?RIP Jessie Kitty,negative
អាច​មាន​សារ​ខូច។,negative
សូមអរគុណ។រក្សាវាចុះ មានក្មេងល្អ,positive
_the_ BigMan ហេ!ខ្ញុំ​មិន​ដែល​ចាប់​អ្នក​ណា​មក​ពី​រឿង​ស្នេហា​ទេ!,neutral
មិនអីទេ twitter ស្រាប់តែបានផ្លាស់ប្តូរ តើខ្ញុំឆ្លើយតបយ៉ាងណាចំពោះសារឥឡូវនេះ,neutral
: អត់ទេ ខ្ញុំបានដួល ហើយលើកដៃឡើងនៅថ្ងៃនេះ ហើយឥឡូវនេះខ្ញុំត្រូវបើកឡានវិញ។,negative
ខ្ញុំ​ពិត​ជា​ស្អប់​នូវ​អ្វី​ដែល​ខ្ញុំ​បាន​និយាយ​ទៅ​កាន់ ppl ខ្លះ​ពេល​ខ្លះ។សុំទោសដែលធ្វើ **** របស់ខ្ញុំទៅនរណាម្នាក់។,negative
សួរពួកគេថាតើពួកគេបានធ្វើអ្វីជាមួយជីវិតរបស់ពួកគេ។ធ្វើជាមនុស្សរំខាន?ប្រាប់ម៉ាក់អ្នករីករាយថ្ងៃម្តាយ!,neutral
ខ្ញុំគិតថាអ្នកគួរធ្វើវាជាមួយហាន់ណា,neutral
វិសុទ្ធ!មេឃភ្លៀងហើយ ឆ្កែនៅទីនេះ!ហើយ​ខ្ញុំ​ទើប​តែ​ត្រូវ Min នៅ​ហាង Salon Mint លួច​មើល!,neutral
Senior ball សប្បាយណាស់!!!រាត្រីសួស្តី!!!,positive
យាយថាល្អ អូម រីហ្គី ភឺរិន បន្ទាប់.. អូអ្នកណាដែលខ្វល់ពីរឿង bbc1 lol,positive
បានផ្សាយបន្តផ្ទាល់កាលពីយប់មិញនៅវីដេអូរបស់យើងដែលនឹងមកដល់ឆាប់ៗនេះ,neutral
៖ រីករាយដែលបានជួបអ្នកនៅលើ twitter!,positive
គ្មានអ្វីអាចកាន់តែអាក្រក់ទៅៗ ឬអាចទេ?ប្រសិន​បើ​ខ្ញុំ​គិត​ថា​ចង់​សម្លាប់​ខ្លួន​ឯង ឬ​អ្នក​ផ្សេង​ទៀត​នោះ អ្វីៗ​នឹង​មិន​ល្អ​ទៀត​ទេ។,negative
យាយ​យ៉យ មើល​រឿង​អបិយ​ជំនឿ.. វិធី​ដ៏​អស្ចារ្យ​ដើម្បី​បញ្ចប់​ថ្ងៃ​ដ៏​លំបាក។ខ្ញុំនឹកអ្នក Jesse ។,neutral
- បានប៉ះ Cube ផ្ទាល់នៅ Hamilton ។អ្នកលក់បិទ - មិនអាចអង្គុយនៅក្នុងវាបានទេ។,neutral
មើលអ្វីដែលខ្ញុំនិយាយទៅកាន់នរណាម្នាក់។តាមពិតចឹងសោះ។ទេ ធ្វើវា។កុំបាទ។ទេ បាទ។ទេUGH ខ្ញុំមិនដឹងទេ។,neutral
អញ្ចឹង.. ខ្ញុំមិនចាំបាច់ធ្វើអីទេ... lol... ដូច្នេះការប្រលងចុងក្រោយរបស់ខ្ញុំ,neutral
មើល Pineapple Express ហើយកំពុងគិតយ៉ាងខ្លាំងថាពួកគេបានប្រើស្មៅពិតប្រាកដនៅក្នុងរឿងនេះ,neutral
ករបស់ខ្ញុំឈឺណាស់។,negative
ត្រូវ​ឆ្លង​ផុត​ពី​ជំងឺ​គ្រុន​ក្តៅ​នេះ​ហ្មង​…,negative
ហាហា ខ្ញុំត្រូវរកខ្លះ!ខ្ញុំ​មិន​គិត​ថា​យើង​យក D ទេ ប៉ុន្តែ​ខ្ញុំ​នឹង​រក​ឃើញ​ខ្លះ!,neutral
ខ្ញុំ​សប្បាយ​ចិត្ត​ដែល​បាន​គេង​ជាមួយ​ខ្ញុំ​កាល​ពី​យប់​មិញ។ឆ្កែរបស់ខ្ញុំ ខ្ញុំនឹងថតរូប ប៉ុន្តែខ្ញុំមិនឃើញកុំព្យូទ័រយួរដៃរបស់ខ្ញុំទេ។,positive
ដូចជាមិនធ្វើអ្វីសោះ។ជីវិតគឺគួរឱ្យធុញ។ខ្ញុំមានអារម្មណ៍ថាចង់ផ្លាស់ប្តូររូបរាងរបស់ខ្ញុំ។តោះស្អែកទៅទិញអីវ៉ាន់,negative
ខ្ញុំស្រលាញ់ហ្គេម!នោះជាកម្មវិធីរបស់ខ្ញុំ... suuuppper ខឹងវាត្រូវបានលុបចោល!,positive
រួចរាល់សម្រាប់ការងារ... លើកលែងតែដៃរបស់ខ្ញុំ,negative
dd ជាទីស្រឡាញ់របស់ខ្ញុំនិយាយថា 'ម្តាយរបស់ខ្ញុំគឺជាមិត្តល្អបំផុតរបស់ខ្ញុំ' ... ហើយនាងបានប្រាប់ខ្ញុំឱ្យប្រាប់អ្នកទាំងអស់ដែលនាងបាននិយាយថានៅទីនេះផងដែរដូច្នេះខ្ញុំបានធ្វើ!ស្រលាញ់អ្នកម៉ូ (jd ផងដែរ),positive
អូខេ ខ្ញុំនឹងជួបអ្នកនៅកន្លែងហាត់ប្រាណនៅម៉ោងកន្លះ,neutral
Sun បានធ្វើឱ្យខ្ញុំសប្បាយចិត្ត =] ខ្មាស់នឹងការងារយប់នេះ x,neutral
ខ្ញុំ​ខឹង​ខ្លាំង​ណាស់​…​ម្សិល​មិញ​និង​ថ្ងៃ​នេះ​…​ជក់​ចិត្ត​ណាស់!!!,negative
ថ្ងៃល្អនៅលើព្រះអាទិត្យ ... ឆេះបន្តិចហើយ ... តាមពិតឈឺខ្លាំងណាស់ ហេ,neutral
មិត្តភ័ក្តិសំណាងរបស់ខ្ញុំគឺនៅឯការប្រគុំតន្ត្រី nickelback atm ខ្ញុំប្រាថ្នាថាខ្ញុំនៅទីនោះ,positive
ទើបតែបានអាហារពេលល្ងាចដ៏អស្ចារ្យជាមួយមិត្តស្រីដ៏អស្ចារ្យរបស់ខ្ញុំ។,positive
អរគុណ!Marc Jacobs អ្នក .... ស្រឡាញ់មានកំណត់ផងដែរ។,positive
ទីបំផុតបានរៀនពីរបៀបគិតមុនពេលគាត់និយាយ។ហើយវាដំណើរការអស្ចារ្យ,positive
